DB010,DB020,DB030,DB040,HB030,HH021,HH030,HH050,HH070,HH071,HS050,HS060,HS120
2013,SK,1644,SK01,1644,1,6,1,307.76,NA,1,1,2
2013,SK,1653,SK01,1653,3,2,1,175.69,NA,1,1,3
2013,SK,1676,SK01,1676,1,6,1,262.43,NA,1,2,3
2013,SK,1692,SK01,1692,1,2,1,240.82,NA,2,1,2
2013,SK,1710,SK01,1710,1,3,1,138.45,NA,2,2,2
2013,SK,1729,SK01,1729,1,3,1,153.1,NA,1,1,1
2013,SK,1780,SK01,1780,1,2,1,104.39,NA,1,2,3
2013,SK,1786,SK01,1786,1,3,1,149.17,NA,1,1,2
2013,SK,1839,SK01,1839,1,1,1,107.56,NA,1,2,3
2013,SK,1916,SK01,1916,1,3,1,262.43,NA,1,1,2
2013,SK,1919,SK01,1919,1,3,1,146.98,NA,1,1,3
2013,SK,1926,SK01,1926,3,2,1,162.05,NA,2,1,2
2013,SK,1934,SK01,1934,1,3,1,300,NA,1,2,4
2013,SK,1962,SK01,1962,1,4,1,101.17,NA,1,1,1
2013,SK,1994,SK01,1994,1,3,1,109.24,NA,1,2,3
2013,SK,2000,SK01,2000,1,2,1,108.27,NA,1,2,3
2013,SK,2054,SK01,2054,1,2,2,494.88,16.16,1,1,3
2013,SK,2068,SK01,2068,1,3,2,394.42,NA,1,2,3
2013,SK,2083,SK01,2083,3,2,1,108.27,NA,1,2,3
2013,SK,2100,SK01,2100,1,2,2,256.5,NA,1,1,3
2013,SK,2140,SK01,2140,2,2,1,300,NA,1,1,3
2013,SK,2170,SK01,2170,1,2,1,141.64,NA,2,1,4
2013,SK,2195,SK01,2195,1,3,1,130.73,NA,2,2,2
2013,SK,2244,SK01,2244,2,5,1,200.75,NA,1,2,4
2013,SK,2249,SK01,2249,1,5,1,128.75,NA,2,2,4
2013,SK,2262,SK01,2262,1,3,1,300,NA,1,1,3
2013,SK,2300,SK01,2300,1,5,1,240,NA,2,1,2
2013,SK,2335,SK01,2335,1,3,1,100.91,NA,1,2,3
2013,SK,2339,SK01,2339,3,2,1,175.69,NA,1,1,3
2013,SK,2341,SK01,2341,3,2,1,108.27,NA,1,1,3
2013,SK,2368,SK01,2368,1,4,1,448.18,NA,1,1,4
2013,SK,2375,SK01,2375,1,1,1,150.42,NA,1,1,4
2013,SK,2377,SK01,2377,1,4,1,218.25,NA,1,2,3
2013,SK,2410,SK01,2410,3,2,1,277.5,41.35,1,1,3
2013,SK,2471,SK01,2471,1,2,1,134.5,NA,1,1,2
2013,SK,2473,SK01,2473,1,4,1,243.24,NA,1,2,3
2013,SK,2476,SK01,2476,,,,0,0,,,
2013,SK,2477,SK01,2477,4,3,1,134.9,NA,2,2,2
2013,SK,2520,SK01,2520,1,3,1,95.63,NA,2,1,1
2013,SK,2538,SK01,2538,1,6,1,290,NA,1,2,2
2013,SK,2575,SK01,2575,1,2,1,133.3,NA,1,2,3
2013,SK,2604,SK01,2604,1,4,1,141.64,NA,1,2,5
2013,SK,2615,SK01,2615,1,2,2,48.31,NA,1,2,1
2013,SK,2616,SK01,2616,2,3,1,208.34,79.88,2,1,3
2013,SK,2631,SK01,2631,1,2,1,200,NA,2,1,3
2013,SK,2674,SK01,2674,2,3,1,152.5,NA,2,1,3
2013,SK,2684,SK01,2684,1,3,1,103,NA,1,1,3
2013,SK,2723,SK01,2723,1,3,1,176.22,NA,1,1,2
2013,SK,2732,SK01,2732,5,4,1,179.18,NA,1,2,4
2013,SK,2738,SK01,2738,,,,0,0,,,
2013,SK,2741,SK01,2741,1,4,1,138.4,82.62,1,2,2
2013,SK,2759,SK01,2759,1,3,1,107.4,NA,1,1,3
2013,SK,2767,SK01,2767,1,3,1,157.16,NA,1,1,4
2013,SK,2782,SK01,2782,1,3,1,120.27,NA,1,1,5
2013,SK,2843,SK01,2843,1,2,1,183.92,NA,1,2,1
2013,SK,2870,SK01,2870,1,6,1,361.8,NA,2,2,4
2013,SK,2905,SK01,2905,3,3,1,175.69,NA,1,2,3
2013,SK,2913,SK01,2913,1,3,1,175.69,NA,1,2,3
2013,SK,2917,SK01,2917,1,2,1,212,NA,1,2,2
2013,SK,3013,SK01,3013,1,3,1,120,NA,1,1,3
2013,SK,3044,SK01,3044,3,2,1,175.69,NA,1,1,3
2013,SK,3045,SK01,3045,1,4,1,118.78,230.81,2,2,4
2013,SK,3047,SK01,3047,3,2,1,175.69,NA,1,2,3
2013,SK,3110,SK01,3110,1,3,1,108.27,NA,1,2,3
2013,SK,3124,SK01,3124,1,5,1,721.62,103.6,2,2,2
2013,SK,3151,SK01,3151,,,,0,0,,,
2013,SK,3157,SK01,3157,3,2,1,175.69,NA,1,2,3
2013,SK,3170,SK01,3170,2,3,1,290,NA,1,2,3
2013,SK,3186,SK01,3186,1,4,1,128.33,NA,2,1,3
2013,SK,3237,SK01,3237,1,6,1,240,NA,1,1,1
2013,SK,3247,SK01,3247,1,3,1,175.69,NA,1,2,3
2013,SK,3253,SK01,3253,1,3,1,267.18,179.11,1,2,3
2013,SK,3258,SK01,3258,1,4,1,166.95,NA,1,1,3
2013,SK,3294,SK01,3294,1,3,1,472.33,NA,1,1,3
2013,SK,3344,SK01,3344,3,5,1,223.83,NA,1,1,3
2013,SK,3356,SK01,3356,3,3,1,175.69,NA,1,2,3
2013,SK,3361,SK01,3361,1,5,2,158.75,NA,1,2,4
2013,SK,3367,SK01,3367,1,2,1,227.5,NA,1,1,3
2013,SK,3375,SK01,3375,1,6,1,41,NA,1,2,4
2013,SK,3416,SK01,3416,1,5,1,125.43,NA,1,1,3
2013,SK,3427,SK01,3427,,,,0,0,,,
2013,SK,3471,SK01,3471,1,5,1,263.56,NA,1,1,3
2013,SK,3472,SK01,3472,1,3,1,210,NA,1,1,3
2013,SK,3493,SK01,3493,3,2,1,108.27,NA,1,1,3
2013,SK,3611,SK01,3611,1,5,1,180,NA,1,1,1
2013,SK,3629,SK01,3629,1,3,1,143.46,NA,2,2,2
2013,SK,3634,SK01,3634,1,2,2,299.84,NA,1,2,2
2013,SK,3662,SK01,3662,3,4,1,283.25,NA,1,2,3
2013,SK,3677,SK01,3677,1,2,1,308.48,NA,1,1,5
2013,SK,3698,SK01,3698,1,4,1,308.48,89.65,1,1,1
2013,SK,3700,SK01,3700,1,2,1,145.79,NA,1,1,3
2013,SK,3716,SK01,3716,1,3,1,198,NA,2,1,3
2013,SK,3735,SK01,3735,1,4,1,170.25,NA,1,2,2
2013,SK,3815,SK01,3815,,,,0,0,,,
2013,SK,3825,SK01,3825,3,2,1,108.27,NA,1,1,3
2013,SK,3849,SK01,3849,3,2,1,175.69,NA,1,2,3
2013,SK,3853,SK01,3853,,,,0,0,,,
2013,SK,3913,SK01,3913,1,2,1,175.69,NA,1,2,3
2013,SK,3934,SK01,3934,,,,0,0,,,
2013,SK,3957,SK01,3957,,,,0,0,,,
2013,SK,3974,SK01,3974,3,6,1,394.42,NA,1,1,2
2013,SK,3984,SK01,3984,,,,0,0,,,
2013,SK,4012,SK01,4012,1,4,1,432.38,NA,2,1,3
2013,SK,4031,SK01,4031,3,3,1,175.69,NA,1,2,3
2013,SK,4144,SK01,4144,1,4,1,138.5,44.11,1,1,4
2013,SK,4149,SK01,4149,3,2,1,175.69,NA,1,1,3
2013,SK,4153,SK01,4153,3,2,1,175.69,NA,1,2,3
2013,SK,4180,SK01,4180,1,3,1,108.27,NA,1,2,3
2013,SK,4187,SK01,4187,3,3,1,108.27,NA,1,2,3
2013,SK,4191,SK01,4191,,,,0,0,,,
2013,SK,4195,SK01,4195,1,2,1,108.27,NA,1,2,3
2013,SK,4210,SK01,4210,,,,0,0,,,
2013,SK,4227,SK01,4227,1,5,1,240,NA,1,2,2
2013,SK,4327,SK01,4327,1,2,1,175.69,NA,1,1,3
2013,SK,4334,SK01,4334,,,,0,0,,,
2013,SK,4342,SK01,4342,,,,0,0,,,
2013,SK,4349,SK01,4349,,,,0,0,,,
2013,SK,4350,SK01,4350,,,,0,0,,,
2013,SK,4372,SK01,4372,3,2,1,108.27,NA,1,1,3
2013,SK,4380,SK01,4380,1,5,1,218.25,103.6,1,2,2
2013,SK,4415,SK01,4415,1,2,1,108.27,NA,1,2,3
2013,SK,4420,SK01,4420,,,,0,0,,,
2013,SK,4456,SK01,4456,3,2,1,108.27,NA,1,2,3
2013,SK,4487,SK01,4487,1,3,1,448.18,NA,1,1,1
2013,SK,4488,SK01,4488,,,,0,0,,,
2013,SK,4511,SK01,4511,3,3,1,108.27,NA,1,2,3
2013,SK,4524,SK01,4524,1,3,1,108.27,NA,1,1,3
2013,SK,4529,SK01,4529,3,3,1,821.67,NA,2,2,2
2013,SK,4536,SK01,4536,3,2,1,108.27,NA,1,1,3
2013,SK,4542,SK01,4542,1,2,1,101.17,NA,1,2,1
2013,SK,4544,SK01,4544,1,3,1,207.5,NA,1,1,4
2013,SK,4546,SK01,4546,1,3,1,308.48,NA,1,2,2
2013,SK,4587,SK01,4587,,,,0,0,,,
2013,SK,4627,SK01,4627,1,2,1,137.67,NA,2,1,4
2013,SK,4638,SK01,4638,,,,0,0,,,
2013,SK,4685,SK01,4685,3,2,1,108.27,NA,1,1,3
2013,SK,4690,SK01,4690,3,2,1,108.27,NA,1,2,3
2013,SK,4693,SK01,4693,1,3,1,262.43,NA,1,1,3
2013,SK,4702,SK01,4702,1,4,1,218.25,NA,1,2,5
2013,SK,4720,SK01,4720,1,2,1,175.69,NA,1,1,3
2013,SK,4726,SK01,4726,,,,0,0,,,
2013,SK,4741,SK01,4741,1,5,1,137.67,NA,1,2,1
2013,SK,4757,SK01,4757,3,3,1,367.91,NA,1,2,3
2013,SK,4788,SK01,4788,1,2,1,108.27,NA,1,2,3
2013,SK,4798,SK01,4798,1,4,1,182.65,NA,1,2,1
2013,SK,4864,SK01,4864,1,2,1,175.69,NA,1,2,3
2013,SK,4991,SK01,4991,,,,0,0,,,
2013,SK,5034,SK01,5034,3,2,1,175.69,NA,1,2,3
2013,SK,5038,SK01,5038,2,3,1,262.43,NA,2,1,1
2013,SK,5048,SK01,5048,1,5,1,106.36,103.6,1,1,2
2013,SK,5073,SK01,5073,3,3,1,175.69,NA,1,2,3
2013,SK,5125,SK01,5125,1,3,1,175.69,NA,1,2,3
2013,SK,5144,SK01,5144,,,,0,0,,,
2013,SK,5174,SK01,5174,3,2,1,175.69,NA,1,2,3
2013,SK,5198,SK01,5198,,,,0,0,,,
2013,SK,5200,SK01,5200,1,6,1,101.17,NA,1,1,2
2013,SK,5212,SK01,5212,1,4,1,106.36,66.85,1,2,1
2013,SK,5229,SK01,5229,,,,0,0,,,
2013,SK,5236,SK01,5236,1,3,1,290,NA,1,1,3
2013,SK,5254,SK01,5254,3,3,1,175.69,NA,1,2,3
2013,SK,5261,SK01,5261,2,2,1,361.8,NA,1,2,3
2013,SK,5274,SK01,5274,1,3,1,126.67,NA,2,1,3
2013,SK,5289,SK01,5289,1,6,1,141.64,NA,1,1,2
2013,SK,5294,SK01,5294,3,3,1,175.69,NA,1,1,3
2013,SK,5300,SK01,5300,1,2,1,175.69,NA,1,2,3
2013,SK,5305,SK01,5305,1,6,1,307.76,NA,1,1,2
2013,SK,5320,SK01,5320,1,4,1,137.67,NA,1,2,3
2013,SK,5367,SK01,5367,1,2,1,175.69,NA,1,2,3
2013,SK,5368,SK01,5368,,,,0,0,,,
2013,SK,5371,SK01,5371,1,3,1,121.23,NA,1,1,3
2013,SK,5420,SK01,5420,,,,0,0,,,
2013,SK,5461,SK01,5461,3,2,1,175.69,NA,1,2,3
2013,SK,5527,SK01,5527,2,3,1,106.36,NA,1,2,1
2013,SK,5540,SK01,5540,3,2,1,108.27,NA,1,2,3
2013,SK,5561,SK01,5561,,,,0,0,,,
2013,SK,5575,SK01,5575,3,3,1,175.69,NA,1,1,3
2013,SK,5579,SK01,5579,1,3,1,240,NA,1,2,4
2013,SK,5628,SK01,5628,1,3,1,290,NA,2,1,1
2013,SK,5665,SK01,5665,,,,0,0,,,
2013,SK,5683,SK01,5683,1,4,1,307.76,NA,2,1,4
2013,SK,5695,SK01,5695,1,2,1,175.69,NA,1,2,3
2013,SK,5696,SK01,5696,1,6,1,307,NA,1,1,4
2013,SK,5720,SK01,5720,,,,0,0,,,
2013,SK,5726,SK01,5726,,,,0,0,,,
2013,SK,5735,SK01,5735,,,,0,0,,,
2013,SK,5736,SK01,5736,3,5,1,308.48,NA,2,1,1
2013,SK,5745,SK01,5745,1,2,1,361.8,NA,1,2,1
2013,SK,5751,SK01,5751,1,3,1,361.8,NA,1,1,2
2013,SK,5758,SK01,5758,3,2,1,106.36,NA,2,2,2
2013,SK,5771,SK01,5771,3,3,1,108.27,NA,1,2,3
2013,SK,5777,SK01,5777,1,3,1,290,NA,1,2,4
2013,SK,5793,SK01,5793,3,5,1,101.17,89.65,1,2,2
2013,SK,5795,SK01,5795,,,,0,0,,,
2013,SK,5825,SK01,5825,3,4,1,141.64,NA,1,1,4
2013,SK,5851,SK01,5851,,,,0,0,,,
2013,SK,5855,SK01,5855,,,,0,0,,,
2013,SK,5859,SK01,5859,1,2,1,175.69,NA,1,1,3
2013,SK,5863,SK01,5863,,,,0,0,,,
2013,SK,5883,SK01,5883,,,,0,0,,,
2013,SK,5891,SK01,5891,1,2,1,308.48,NA,1,2,4
2013,SK,5892,SK01,5892,1,3,1,165.7,NA,1,1,2
2013,SK,5894,SK01,5894,3,3,1,175.69,NA,1,1,3
2013,SK,5911,SK01,5911,3,6,1,448.18,NA,1,1,3
2013,SK,5936,SK01,5936,3,2,1,175.69,NA,1,1,3
2013,SK,5942,SK01,5942,2,5,1,240,NA,2,2,2
2013,SK,5947,SK01,5947,3,3,1,175.69,NA,1,1,3
2013,SK,5967,SK01,5967,1,3,1,308.48,NA,1,1,2
2013,SK,6034,SK01,6034,3,2,1,108.27,NA,1,1,3
2013,SK,6054,SK01,6054,1,5,2,121.95,NA,1,1,3
2013,SK,6086,SK01,6086,3,3,1,79.44,NA,1,1,3
2013,SK,6167,SK01,6167,3,2,1,175.69,NA,1,2,3
2013,SK,6171,SK01,6171,,,,0,0,,,
2013,SK,6182,SK01,6182,1,3,1,721.62,NA,1,2,1
2013,SK,6190,SK01,6190,,,,0,0,,,
2013,SK,6270,SK01,6270,3,3,1,175.69,NA,1,2,3
2013,SK,6309,SK01,6309,,,,0,0,,,
2013,SK,6314,SK01,6314,3,3,1,108.27,NA,1,2,3
2013,SK,6321,SK01,6321,,,,0,0,,,
2013,SK,6459,SK01,6459,1,4,1,106.36,NA,1,1,5
2013,SK,6549,SK01,6549,,,,0,0,,,
2013,SK,6555,SK01,6555,,,,0,0,,,
2013,SK,6557,SK01,6557,,,,0,0,,,
2013,SK,6608,SK01,6608,,,,0,0,,,
2013,SK,6617,SK01,6617,,,,0,0,,,
2013,SK,6684,SK01,6684,,,,0,0,,,
2013,SK,6695,SK01,6695,,,,0,0,,,
2013,SK,6701,SK01,6701,,,,0,0,,,
2013,SK,6721,SK01,6721,,,,0,0,,,
2013,SK,6780,SK01,6780,1,3,1,175.69,NA,1,2,3
2013,SK,6815,SK01,6815,,,,0,0,,,
2013,SK,6819,SK01,6819,,,,0,0,,,
2013,SK,6824,SK01,6824,,,,0,0,,,
2013,SK,6833,SK01,6833,3,2,1,175.69,NA,1,2,3
2013,SK,6845,SK01,6845,,,,0,0,,,
2013,SK,6887,SK01,6887,,,,0,0,,,
2013,SK,6894,SK01,6894,1,3,1,141.64,NA,2,2,3
2013,SK,6914,SK01,6914,,,,0,0,,,
2013,SK,6957,SK01,6957,,,,0,0,,,
2013,SK,6959,SK01,6959,,,,0,0,,,
2013,SK,6965,SK01,6965,3,3,1,175.69,NA,1,1,3
2013,SK,6995,SK01,6995,,,,0,0,,,
2013,SK,7000,SK01,7000,,,,0,0,,,
2013,SK,7016,SK01,7016,1,3,1,175.69,NA,1,2,3
2013,SK,7027,SK01,7027,3,5,1,290,NA,2,2,2
2013,SK,7050,SK01,7050,3,2,1,108.27,NA,1,2,3
2013,SK,7056,SK01,7056,,,,0,0,,,
2013,SK,7090,SK01,7090,,,,0,0,,,
2013,SK,7112,SK01,7112,1,5,1,240,NA,1,2,3
2013,SK,7131,SK01,7131,,,,0,0,,,
2013,SK,7194,SK01,7194,,,,0,0,,,
2013,SK,7241,SK01,7241,,,,0,0,,,
2013,SK,7318,SK01,7318,3,3,1,308.48,NA,2,2,2
2013,SK,7337,SK01,7337,,,,0,0,,,
2013,SK,7343,SK01,7343,3,2,1,175.69,NA,1,2,3
2013,SK,7372,SK01,7372,,,,0,0,,,
2013,SK,7425,SK01,7425,,,,0,0,,,
2013,SK,7433,SK01,7433,,,,0,0,,,
2013,SK,7437,SK01,7437,,,,0,0,,,
2013,SK,7446,SK01,7446,,,,0,0,,,
2013,SK,7478,SK01,7478,,,,0,0,,,
2013,SK,7535,SK01,7535,,,,0,0,,,
2013,SK,7565,SK01,7565,,,,0,0,,,
2013,SK,7573,SK01,7573,1,2,1,175.69,NA,1,2,3
2013,SK,7592,SK01,7592,,,,0,0,,,
2013,SK,7602,SK01,7602,,,,0,0,,,
2013,SK,7616,SK01,7616,1,2,1,175.69,NA,1,2,3
2013,SK,7672,SK01,7672,,,,0,0,,,
2013,SK,7673,SK01,7673,,,,0,0,,,
2013,SK,7674,SK01,7674,,,,0,0,,,
2013,SK,7686,SK01,7686,1,3,1,108.27,NA,1,2,3
2013,SK,7720,SK01,7720,,,,0,0,,,
2013,SK,7751,SK01,7751,,,,0,0,,,
2013,SK,7768,SK01,7768,,,,0,0,,,
2013,SK,7789,SK01,7789,,,,0,0,,,
2013,SK,7817,SK01,7817,,,,0,0,,,
2013,SK,7853,SK01,7853,,,,0,0,,,
2013,SK,7866,SK01,7866,3,3,1,175.69,NA,1,1,3
2013,SK,7887,SK01,7887,3,3,1,175.69,NA,1,2,3
2013,SK,7926,SK01,7926,1,2,1,108.27,NA,1,1,3
2013,SK,7936,SK01,7936,3,2,1,175.69,NA,1,2,3
2013,SK,8024,SK01,8024,3,3,1,175.69,NA,1,2,3
2013,SK,8030,SK01,8030,3,3,1,108.27,NA,1,2,3
2013,SK,8042,SK01,8042,,,,0,0,,,
2013,SK,8055,SK01,8055,,,,0,0,,,
2013,SK,8082,SK01,8082,1,6,1,721.62,NA,1,2,2
2013,SK,8097,SK01,8097,,,,0,0,,,
2013,SK,8100,SK01,8100,1,4,1,240,NA,1,2,2
2013,SK,8110,SK01,8110,,,,0,0,,,
2013,SK,8156,SK01,8156,,,,0,0,,,
2013,SK,8183,SK01,8183,,,,0,0,,,
2013,SK,8230,SK01,8230,,,,0,0,,,
2013,SK,8234,SK01,8234,3,2,1,175.69,NA,1,1,3
2013,SK,8252,SK01,8252,3,2,1,108.27,NA,1,2,3
2013,SK,8275,SK01,8275,,,,0,0,,,
2013,SK,8284,SK01,8284,,,,0,0,,,
2013,SK,8300,SK01,8300,,,,0,0,,,
2013,SK,8325,SK01,8325,,,,0,0,,,
2013,SK,8349,SK01,8349,,,,0,0,,,
2013,SK,8367,SK01,8367,,,,0,0,,,
2013,SK,8403,SK01,8403,,,,0,0,,,
2013,SK,8470,SK01,8470,,,,0,0,,,
2013,SK,8475,SK01,8475,,,,0,0,,,
2013,SK,8483,SK01,8483,,,,0,0,,,
2013,SK,8504,SK01,8504,,,,0,0,,,
2013,SK,8506,SK01,8506,,,,0,0,,,
2013,SK,8521,SK01,8521,1,4,1,141.64,66.85,1,1,2
2013,SK,8527,SK01,8527,,,,0,0,,,
2013,SK,8539,SK01,8539,1,4,1,214.82,NA,1,2,3
2013,SK,8577,SK01,8577,,,,0,0,,,
2013,SK,8621,SK01,8621,,,,0,0,,,
2013,SK,8649,SK01,8649,,,,0,0,,,
2013,SK,8678,SK01,8678,1,5,1,141.64,NA,2,2,4
2013,SK,8690,SK01,8690,,,,0,0,,,
2013,SK,8705,SK01,8705,,,,0,0,,,
2013,SK,8729,SK01,8729,,,,0,0,,,
2013,SK,8744,SK01,8744,,,,0,0,,,
2013,SK,8746,SK01,8746,3,2,1,175.69,NA,1,2,3
2013,SK,8782,SK01,8782,1,4,1,240,NA,2,2,2
2013,SK,8847,SK01,8847,,,,0,0,,,
2013,SK,8897,SK01,8897,3,3,1,108.27,NA,1,2,3
2013,SK,8903,SK01,8903,,,,0,0,,,
2013,SK,8904,SK01,8904,,,,0,0,,,
2013,SK,8916,SK01,8916,3,3,1,175.69,NA,1,2,3
2013,SK,8922,SK01,8922,1,2,1,108.27,NA,1,2,3
2013,SK,8949,SK01,8949,1,2,1,108.27,NA,1,2,3
2013,SK,8957,SK01,8957,3,2,1,175.69,NA,1,2,3
2013,SK,8975,SK01,8975,,,,0,0,,,
2013,SK,8986,SK01,8986,3,2,1,175.69,NA,1,2,3
2013,SK,8987,SK01,8987,1,3,1,175.69,NA,1,2,3
2013,SK,9033,SK01,9033,,,,0,0,,,
2013,SK,9066,SK01,9066,1,2,1,108.27,NA,1,2,3
2013,SK,9075,SK01,9075,,,,0,0,,,
2013,SK,9084,SK01,9084,,,,0,0,,,
2013,SK,9120,SK01,9120,,,,0,0,,,
2013,SK,9143,SK01,9143,,,,0,0,,,
2013,SK,9152,SK01,9152,,,,0,0,,,
2013,SK,9155,SK01,9155,,,,0,0,,,
2013,SK,9156,SK01,9156,,,,0,0,,,
2013,SK,9175,SK01,9175,1,2,1,182.65,NA,1,1,4
2013,SK,9178,SK01,9178,1,3,1,240,NA,1,2,5
2013,SK,9183,SK01,9183,1,3,1,140,NA,1,1,2
2013,SK,9238,SK01,9238,,,,0,0,,,
2013,SK,9245,SK01,9245,1,4,1,394.42,NA,2,2,1
2013,SK,9267,SK01,9267,,,,0,0,,,
2013,SK,9280,SK01,9280,1,2,1,175.69,NA,1,1,3
2013,SK,9311,SK01,9311,3,3,1,108.27,NA,1,2,3
2013,SK,9312,SK01,9312,,,,0,0,,,
2013,SK,9344,SK01,9344,,,,0,0,,,
2013,SK,9354,SK01,9354,,,,0,0,,,
2013,SK,9364,SK01,9364,,,,0,0,,,
2013,SK,9423,SK01,9423,,,,0,0,,,
2013,SK,9445,SK01,9445,,,,0,0,,,
2013,SK,9450,SK01,9450,1,3,1,256,NA,2,1,2
2013,SK,9461,SK01,9461,,,,0,0,,,
2013,SK,9482,SK01,9482,,,,0,0,,,
2013,SK,9489,SK01,9489,,,,0,0,,,
2013,SK,9543,SK01,9543,,,,0,0,,,
2013,SK,9594,SK01,9594,,,,0,0,,,
2013,SK,9597,SK01,9597,,,,0,0,,,
2013,SK,9634,SK01,9634,,,,0,0,,,
2013,SK,9663,SK01,9663,3,2,1,175.69,NA,1,1,3
2013,SK,9701,SK01,9701,,,,0,0,,,
2013,SK,9702,SK01,9702,,,,0,0,,,
2013,SK,9725,SK01,9725,,,,0,0,,,
2013,SK,9751,SK01,9751,,,,0,0,,,
2013,SK,9769,SK01,9769,,,,0,0,,,
2013,SK,9813,SK01,9813,3,3,1,175.69,NA,1,2,3
2013,SK,9827,SK01,9827,3,2,1,175.69,NA,1,2,3
2013,SK,9848,SK01,9848,,,,0,0,,,
2013,SK,9921,SK01,9921,,,,0,0,,,
2013,SK,9936,SK01,9936,3,2,1,108.27,NA,1,2,3
2013,SK,9952,SK01,9952,,,,0,0,,,
2013,SK,9954,SK01,9954,3,2,1,108.27,NA,1,2,3
2013,SK,9974,SK01,9974,,,,0,0,,,
2013,SK,9989,SK01,9989,,,,0,0,,,
2013,SK,9991,SK01,9991,,,,0,0,,,
